%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
100816.290,301.870,1.163,9.961,57.715,-0.088,-8.214,24.563,2.890,-16.286,-19.757,-22.418,-18.686,-14.341,-10.494,-18.755,-31.736,-49.701,-49.866,-51.411,-50.060,-48.973,-7.000,-0.000,-0.000,0.000,-172.151,215.724
100828.385,301.868,1.164,9.960,57.715,-0.248,-7.674,24.563,3.212,-16.286,-18.785,-22.625,-17.831,-12.843,-10.717,-20.526,-31.420,-50.020,-50.389,-51.829,-48.299,-50.211,-7.000,-0.000,-0.000,0.000,-172.184,215.724
100824.353,301.867,1.164,9.953,57.636,-0.088,-8.214,24.898,3.105,-16.599,-18.893,-21.587,-18.686,-13.592,-9.266,-25.215,-32.474,-50.020,-48.298,-50.993,-49.853,-50.324,-7.000,-0.000,-0.000,0.000,-172.151,215.765
100812.259,301.868,1.163,9.947,57.557,-0.248,-9.403,25.009,3.854,-17.017,-19.001,-21.691,-18.365,-13.485,-9.824,-22.506,-34.161,-47.046,-46.416,-53.500,-51.201,-53.138,-7.000,-0.000,-0.000,0.000,-172.184,215.754
100828.385,301.865,1.164,9.960,57.715,-0.088,-10.160,24.563,3.426,-15.555,-19.217,-21.795,-18.365,-13.378,-9.712,-20.943,-32.791,-45.135,-47.671,-52.456,-53.377,-54.602,-7.000,-0.000,-0.000,0.000,-172.135,215.744
100820.322,301.863,1.164,9.926,57.320,0.072,-11.457,25.344,3.533,-16.077,-18.354,-22.521,-18.472,-13.057,-10.047,-23.652,-31.314,-46.090,-47.880,-54.023,-54.414,-56.403,-7.000,-0.000,-0.000,0.000,-172.168,215.744
100816.290,301.868,1.163,9.947,57.557,-0.088,-12.321,24.898,3.426,-15.451,-18.893,-21.795,-18.259,-12.950,-9.154,-22.610,-30.260,-44.179,-46.312,-55.799,-55.554,-57.416,-7.000,-0.000,-0.000,0.000,-172.135,215.734
100816.290,301.868,1.163,9.940,57.478,-0.088,-13.402,24.898,4.175,-16.704,-18.893,-21.899,-17.831,-13.806,-10.270,-19.067,-30.893,-43.542,-48.507,-54.650,-56.797,-59.668,-7.000,-0.000,-0.000,0.000,-172.151,215.754
100824.353,301.867,1.164,9.960,57.715,0.072,-13.726,24.563,3.854,-15.973,-19.001,-22.521,-18.259,-13.271,-10.605,-17.400,-27.519,-45.666,-46.834,-57.994,-58.974,-59.555,-7.000,-0.000,-0.000,0.000,-172.184,215.734
100824.353,301.868,1.164,9.974,57.873,0.072,-14.807,25.233,3.426,-16.286,-18.030,-22.729,-18.259,-13.378,-10.717,-14.587,-29.522,-41.312,-50.702,-59.770,-60.114,-62.370,-7.000,-0.000,-0.000,0.000,-172.168,215.744
