%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101590.33,301.928,1.172,10.046,59.146,0.496,1.841,29.141,7.6,-16.597,-23.856,-31.032,-32.353,-31.674,-25.341,-27.924,-28.367,-32.391,-27.495,-27.482,-27.777,-28.591,-12,60.609,29.944,-1.543,-78.572,212.987
101594.361,301.931,1.172,10.046,59.146,0.496,2.057,30.034,6.315,-17.745,-23.748,-30.825,-32.246,-32.209,-25.341,-28.862,-27.945,-31.86,-28.122,-27.587,-27.155,-27.803,-12,60.609,29.944,-1.543,-78.882,213.008
101598.393,301.928,1.172,10.045,59.146,0.336,1.732,29.587,7.279,-17.432,-23.532,-30.306,-31.926,-31.888,-24.894,-27.82,-28.789,-31.754,-28.017,-28.84,-27.052,-27.691,-12,60.609,29.944,-1.543,-78.947,213.008
101594.361,301.926,1.172,10.032,58.988,0.496,1.949,29.699,7.279,-16.597,-24.18,-30.306,-31.713,-31.888,-24.336,-28.237,-27.734,-32.073,-27.808,-27.691,-27.777,-28.028,-12,60.609,29.944,-1.543,-79.029,213.008
101586.298,301.923,1.172,10.066,59.383,0.176,2.057,30.034,7.279,-16.388,-23.208,-30.617,-31.606,-31.032,-23.89,-28.445,-27.523,-31.648,-27.599,-28.004,-26.948,-29.379,-12,60.609,29.944,-1.543,-78.637,212.997
101594.361,301.926,1.172,10.025,58.909,-0.144,2.274,30.815,7.6,-16.179,-23.101,-29.886,-32.033,-31.46,-23.89,-28.341,-27.84,-32.073,-26.867,-28.004,-27.259,-27.24,-12,60.609,29.944,-1.543,-78.898,212.977
101590.33,301.928,1.172,10.026,58.909,0.496,1.407,30.704,8.135,-16.91,-23.208,-29.99,-31.179,-31.353,-24.671,-27.924,-28.894,-32.179,-26.867,-27.378,-26.844,-27.466,-12,60.609,29.944,-1.543,-78.719,213.008
101586.298,301.93,1.172,9.999,58.593,0.176,3.031,29.252,7.707,-16.701,-23.316,-30.093,-31.179,-30.93,-24.448,-27.924,-28.156,-31.754,-26.763,-27.169,-26.533,-26.565,-12,60.609,29.944,-1.543,-78.735,212.997
101594.361,301.925,1.172,10.019,58.83,0.336,3.248,30.592,6.958,-16.075,-23.101,-30.82,-31.392,-31.251,-23.998,-28.653,-28.261,-31.117,-26.554,-26.855,-25.704,-26.227,-12,60.609,29.944,-1.543,-78.898,213.008
101606.456,301.926,1.172,10.038,59.067,0.656,3.14,30.815,8.456,-17.014,-23.208,-29.782,-31.819,-31.358,-24.779,-28.449,-28.367,-30.586,-25.508,-26.646,-25.29,-25.439,-12,60.609,29.944,-1.543,-78.849,212.987
