%Time (ms)	Hubangle(Theta in rad)	Tip Deflection(m)	Hub Angular Velocity (rads/s)	Tip Velocity (m/s)	Position Reference (rad)	Output Voltage (V)	K1 (Hub Prop)	K2 (Tip Prop)	K3 (Hub Deriv)	K4 (Tip Deriv)	%4/25/20164:32 PM
12028436.000	0.358	-0.004	-0.056	0.134	0.390	0.054	4.200	-5.000	0.950	0.800
12028437.000	0.358	-0.004	-0.059	0.133	0.390	0.059	4.200	-5.000	0.950	0.800
12028438.000	0.358	-0.004	-0.062	0.133	0.390	0.064	4.200	-5.000	0.950	0.800
12028439.000	0.358	-0.004	-0.065	0.132	0.390	0.068	4.200	-5.000	0.950	0.800
12028440.000	0.358	-0.004	-0.068	0.132	0.390	0.072	4.200	-5.000	0.950	0.800
12028443.000	0.358	-0.004	-0.073	0.130	0.390	0.080	4.200	-5.000	0.950	0.800
12028443.000	0.358	-0.004	-0.073	0.130	0.390	0.080	4.200	-5.000	0.950	0.800
12028443.000	0.358	-0.003	-0.075	0.130	0.390	0.083	4.200	-5.000	0.950	0.800
12028444.000	0.358	-0.003	-0.077	0.129	0.390	0.087	4.200	-5.000	0.950	0.800
12028445.000	0.358	-0.003	-0.079	0.129	0.390	0.090	4.200	-5.000	0.950	0.800
12028446.000	0.357	-0.003	-0.081	0.128	0.390	0.093	4.200	-5.000	0.950	0.800
12028447.000	0.357	-0.003	-0.082	0.127	0.390	0.097	4.200	-5.000	0.950	0.800
12028448.000	0.357	-0.003	-0.084	0.126	0.390	0.100	4.200	-5.000	0.950	0.800
12028449.000	0.357	-0.003	-0.085	0.126	0.390	0.102	4.200	-5.000	0.950	0.800
12028450.000	0.357	-0.003	-0.085	0.125	0.390	0.105	4.200	-5.000	0.950	0.800
12028451.000	0.357	-0.002	-0.085	0.124	0.390	0.107	4.200	-5.000	0.950	0.800
12028452.000	0.357	-0.002	-0.085	0.123	0.390	0.109	4.200	-5.000	0.950	0.800
