%Time (ms)	Hubangle(Theta in rad)	Tip Deflection(m)	Hub Angular Velocity (rads/s)	Tip Velocity (m/s)	Position Reference (rad)	Output Voltage (V)	K1 (Hub Prop)	K2 (Tip Prop)	K3 (Hub Deriv)	K4 (Tip Deriv)	%4/25/20164:14 PM
10948072.000	0.390	-0.000	0.024	0.000	0.390	-0.012	5.500	0.000	0.410	0.000
10948073.000	0.390	-0.000	0.025	0.000	0.390	-0.012	5.500	0.000	0.410	0.000
10948074.000	0.390	-0.000	0.025	0.000	0.390	-0.013	5.500	0.000	0.410	0.000
10948075.000	0.390	-0.000	0.026	0.000	0.390	-0.013	5.500	0.000	0.410	0.000
10948076.000	0.391	-0.000	0.026	0.000	0.390	-0.013	5.500	0.000	0.410	0.000
10948077.000	0.391	-0.000	0.026	0.000	0.390	-0.014	5.500	0.000	0.410	0.000
10948078.000	0.391	-0.000	0.027	0.000	0.390	-0.014	5.500	0.000	0.410	0.000
10948079.000	0.391	-0.000	0.026	0.000	0.390	-0.014	5.500	0.000	0.410	0.000
10948080.000	0.391	-0.000	0.026	0.000	0.390	-0.014	5.500	0.000	0.410	0.000
10948082.000	0.391	-0.000	0.023	0.000	0.390	-0.014	5.500	0.000	0.410	0.000
10948083.000	0.391	-0.000	0.021	0.000	0.390	-0.013	5.500	0.000	0.410	0.000
10948084.000	0.391	-0.000	0.018	0.000	0.390	-0.012	5.500	0.000	0.410	0.000
10948085.000	0.391	-0.000	0.016	0.000	0.390	-0.011	5.500	0.000	0.410	0.000
10948086.000	0.391	-0.000	0.013	0.000	0.390	-0.010	5.500	0.000	0.410	0.000
10948087.000	0.391	-0.000	0.009	0.000	0.390	-0.009	5.500	0.000	0.410	0.000
10948088.000	0.391	-0.000	0.006	0.000	0.390	-0.008	5.500	0.000	0.410	0.000
10948089.000	0.391	-0.000	0.003	0.000	0.390	-0.006	5.500	0.000	0.410	0.000
10948090.000	0.391	-0.000	-0.001	0.000	0.390	-0.005	5.500	0.000	0.410	0.000
10948091.000	0.391	-0.000	-0.004	0.000	0.390	-0.004	5.500	0.000	0.410	0.000
10948092.000	0.391	-0.000	-0.007	0.000	0.390	-0.002	5.500	0.000	0.410	0.000
10948093.000	0.391	-0.000	-0.010	0.000	0.390	-0.001	5.500	0.000	0.410	0.000
10948094.000	0.391	-0.000	-0.012	0.000	0.390	0.000	5.500	0.000	0.410	0.000
10948095.000	0.391	-0.000	-0.015	0.000	0.390	0.001	5.500	0.000	0.410	0.000
10948096.000	0.391	-0.000	-0.017	0.000	0.390	0.002	5.500	0.000	0.410	0.000
10948097.000	0.391	-0.000	-0.018	0.000	0.390	0.003	5.500	0.000	0.410	0.000
10948098.000	0.391	-0.000	-0.019	0.000	0.390	0.004	5.500	0.000	0.410	0.000
10948099.000	0.391	-0.000	-0.020	0.000	0.390	0.004	5.500	0.000	0.410	0.000
10948100.000	0.391	-0.000	-0.020	0.000	0.390	0.005	5.500	0.000	0.410	0.000
10948101.000	0.391	-0.000	-0.019	0.000	0.390	0.005	5.500	0.000	0.410	0.000
10948102.000	0.391	-0.000	-0.017	0.000	0.390	0.004	5.500	0.000	0.410	0.000
10948103.000	0.391	-0.000	-0.015	-0.000	0.390	0.003	5.500	0.000	0.410	0.000
10948105.000	0.391	-0.000	-0.010	-0.000	0.390	0.002	5.500	0.000	0.410	0.000
10948106.000	0.391	-0.000	-0.007	-0.000	0.390	0.001	5.500	0.000	0.410	0.000
10948107.000	0.391	-0.000	-0.005	-0.000	0.390	-0.000	5.500	0.000	0.410	0.000
10948108.000	0.391	-0.000	-0.004	-0.000	0.390	-0.001	5.500	0.000	0.410	0.000
10948109.000	0.391	-0.000	-0.002	-0.000	0.390	-0.002	5.500	0.000	0.410	0.000
