%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
101755.620,302.236,1.173,0.376,0.083,-0.160,-1.729,-1.115,1.070,1.568,-0.324,-1.661,-1.175,-2.247,-0.335,0.209,2.324,-2.655,2.303,1.151,-0.104,0.000,-4.987,-0.083,-0.360,0.002,535.448,336.520
101759.651,302.234,1.173,0.526,0.162,-0.320,-1.945,-1.895,1.392,1.987,0.973,-1.764,-1.388,-1.819,-0.893,0.209,1.902,-2.018,2.513,0.733,0.415,-0.788,-5.008,-0.063,-0.360,0.001,535.448,336.520
101751.588,302.233,1.173,0.526,0.162,-0.320,-2.054,-1.003,0.856,1.882,0.216,-0.727,-1.708,-2.140,0.112,-0.417,2.007,-2.230,2.827,0.523,-0.415,0.000,-5.019,-0.063,-0.370,0.002,535.448,336.520
101759.651,302.231,1.173,0.000,-0.075,-0.320,-2.486,-1.337,1.177,1.777,0.757,-1.764,-1.281,-1.712,-0.000,0.626,1.373,-2.124,2.199,1.256,0.623,-0.338,-4.998,-0.044,-0.360,0.000,535.448,336.520
101743.525,302.233,1.173,0.526,0.162,-0.000,-1.837,-1.895,0.856,1.882,-0.000,-1.142,-1.175,-1.391,-0.446,0.104,2.007,-2.761,2.827,1.151,0.415,-0.563,-4.977,-0.025,-0.339,0.001,535.448,336.520
101747.557,302.238,1.173,0.082,0.004,-0.000,-1.837,-1.003,0.428,1.568,0.324,-2.076,-1.495,-1.819,-0.000,-0.104,2.007,-2.336,1.780,0.314,-0.207,0.226,-4.977,-0.063,-0.339,0.001,535.448,336.520
101751.588,302.239,1.173,0.376,0.083,-0.160,-2.486,-1.003,1.177,1.464,0.216,-1.972,-1.175,-1.070,-0.112,0.000,1.690,-2.124,2.722,-0.313,0.312,-0.113,-4.998,-0.083,-0.349,0.001,535.448,336.520
101759.651,302.231,1.173,0.526,0.162,-0.160,-2.162,-2.006,1.177,1.987,-0.324,-1.661,-1.175,-2.247,-0.223,-0.104,1.902,-2.549,1.989,0.523,-0.311,-0.338,-4.946,-0.063,-0.360,0.001,535.448,336.520
101751.588,302.241,1.173,0.526,0.162,-0.000,-1.837,-1.783,1.070,1.777,0.757,-1.661,-1.175,-1.605,-0.000,-0.313,2.007,-2.336,2.617,0.942,0.623,-0.675,-4.987,-0.063,-0.370,0.002,535.448,336.520
101755.620,302.234,1.173,0.082,0.004,-0.000,-1.837,-1.337,0.963,1.673,0.649,-1.557,-2.136,-1.712,-0.558,-0.938,1.796,-2.443,2.303,0.314,-0.415,0.000,-4.956,-0.083,-0.360,0.001,535.448,336.520
101755.620,302.234,1.173,0.082,0.004,-0.000,-2.594,-1.115,0.749,1.568,0.433,-1.038,-0.747,-2.247,-0.112,-0.208,0.951,-2.230,2.199,0.628,0.000,0.000,-4.977,-0.083,-0.360,0.002,535.448,336.520
101751.588,302.238,1.173,0.376,0.083,-0.320,-1.621,-2.452,0.642,2.091,0.216,-1.453,-1.388,-1.819,-1.005,-0.104,1.796,-2.867,2.617,0.628,0.000,-0.338,-4.966,-0.083,-0.360,0.001,535.448,336.520
101743.525,302.236,1.173,0.000,-0.154,-0.000,-2.054,-1.003,0.321,1.777,0.108,-2.076,-1.388,-1.819,0.336,-0.625,1.902,-2.018,2.199,1.047,0.623,-0.450,-4.956,-0.044,-0.360,0.001,535.448,336.520
101743.525,302.231,1.173,0.000,-0.154,-0.320,-2.378,-1.003,1.713,1.255,0.757,-1.349,-2.029,-1.926,0.447,0.000,1.690,-1.699,2.513,-0.209,0.934,0.000,-4.977,-0.063,-0.360,0.001,535.448,336.520
101739.494,302.234,1.173,0.000,-0.312,-0.320,-2.162,-1.226,1.606,1.673,0.108,-1.453,-0.961,-2.354,0.112,0.000,2.430,-2.336,2.408,1.151,-0.207,0.000,-4.977,-0.063,-0.349,0.002,535.448,336.520
101735.462,302.234,1.173,0.082,0.004,-0.320,-1.621,-1.337,1.070,1.673,0.865,-2.076,-0.961,-1.605,-0.781,-0.104,1.902,-2.124,1.989,0.837,0.415,-1.351,-4.977,-0.083,-0.360,0.001,535.448,336.520
101735.462,302.236,1.173,0.000,-0.075,-0.160,-1.837,-1.115,0.856,1.568,0.541,-1.038,-1.922,-1.498,-0.223,-0.729,2.007,-1.381,2.617,0.733,0.519,-0.113,-4.987,-0.044,-0.360,0.001,535.448,336.520
101747.557,302.233,1.173,0.082,0.004,-0.160,-2.918,-1.337,0.749,1.882,0.324,-1.764,-1.281,-2.033,-0.335,0.000,1.056,-1.805,2.408,0.523,0.415,-0.338,-4.987,-0.044,-0.349,0.001,535.448,336.520
101759.651,302.238,1.173,0.000,-0.154,0.160,-2.162,-2.786,1.070,1.777,0.108,-1.557,-1.281,-1.712,-0.112,-0.208,2.536,-2.867,2.827,0.733,0.415,-0.225,-4.966,-0.063,-0.360,0.001,535.448,336.520
101751.588,302.236,1.173,0.000,-0.154,0.160,-2.054,-0.892,0.428,1.987,0.757,-0.727,-2.136,-1.605,-0.112,-0.834,1.585,-1.699,2.513,0.314,0.519,0.113,-3.051,-0.044,-0.238,0.000,535.448,336.520
101751.588,302.238,1.173,0.082,0.004,-0.160,-2.918,-1.226,1.391,1.150,0.324,-1.142,-1.388,-1.926,0.112,0.209,1.268,-2.549,2.408,0.314,0.519,-0.000,-3.082,-0.063,-0.238,0.001,535.448,336.520
101759.651,302.238,1.173,0.082,0.004,-0.640,-2.162,-2.118,1.070,1.673,-0.108,-1.764,-0.961,-1.284,-0.223,-0.313,2.113,-2.655,2.513,0.733,0.415,-0.225,-3.061,-0.063,-0.238,0.001,535.448,336.520
101763.683,302.236,1.173,0.000,-0.233,-0.480,-2.270,-0.669,0.963,1.882,0.108,-1.661,-1.175,-1.712,-0.000,0.104,1.690,-1.699,2.094,0.628,0.727,-0.788,-3.072,-0.044,-0.248,0.000,535.448,336.520
101751.588,302.234,1.173,0.000,-0.154,-0.320,-1.513,-0.892,1.713,1.673,0.324,-1.764,-1.708,-1.284,-0.223,-0.625,2.007,-2.018,2.827,-0.209,0.727,-0.338,-3.072,-0.044,-0.248,0.001,535.448,336.520
101747.557,302.236,1.173,0.000,-0.075,-0.320,-2.270,-1.449,1.177,1.777,0.649,-1.557,-1.175,-2.247,-0.223,0.626,2.007,-1.805,2.513,0.314,0.208,-0.225,-3.113,-0.025,-0.238,0.000,535.448,336.520
101747.557,302.238,1.173,0.000,-0.233,-0.640,-2.054,-1.672,0.321,2.196,0.649,-1.972,-1.602,-1.177,-0.781,-0.000,1.796,-2.655,2.408,0.628,0.727,-0.675,-3.092,-0.083,-0.248,0.000,535.448,336.520
101759.651,302.236,1.173,0.000,-0.312,-0.480,-2.594,-0.446,0.535,2.196,0.757,-1.453,-1.922,-1.498,-0.112,-0.938,2.113,-2.336,1.780,0.628,0.623,0.226,-3.072,-0.025,-0.238,0.000,535.448,336.520
101751.588,302.238,1.173,0.000,-0.312,-0.320,-2.810,-1.337,1.284,0.941,0.433,-1.868,-1.495,-1.712,-0.558,-0.000,1.162,-2.018,2.513,0.523,0.623,-0.113,-3.082,-0.025,-0.217,0.000,535.448,336.520
101763.683,302.238,1.173,0.000,-0.233,-0.160,-1.837,-1.783,0.321,2.196,-0.108,-1.557,-1.602,-2.354,-0.558,-0.313,2.536,-2.230,2.513,0.733,-0.207,-0.000,-3.072,-0.044,-0.238,0.001,535.448,336.520
101759.651,302.242,1.173,0.000,-0.233,-0.000,-2.054,-1.337,1.284,1.673,0.649,-1.972,-1.281,-1.819,-0.223,-0.313,1.902,-2.230,2.408,0.209,-0.104,-1.013,-3.082,-0.063,-0.238,0.000,535.448,336.520
101763.683,302.241,1.173,0.082,0.004,-0.160,-2.054,-1.003,0.963,1.359,0.000,-1.764,-1.922,-1.819,0.224,0.000,1.690,-2.124,2.303,0.523,0.104,-0.338,-3.092,-0.063,-0.258,0.000,535.448,336.520
101763.683,302.241,1.173,0.000,-0.075,-0.320,-3.134,-1.449,1.392,1.464,0.541,-1.557,-1.068,-2.247,-0.000,0.104,1.690,-2.549,2.722,0.733,0.208,0.113,-3.103,-0.044,-0.238,0.001,535.448,336.520
101763.683,302.238,1.173,0.000,-0.075,-0.320,-2.054,-1.895,0.749,1.673,0.216,-1.868,-1.388,-1.284,-0.112,-0.104,1.902,-2.443,2.617,0.942,0.519,-0.563,-3.082,-0.025,-0.238,0.001,535.448,336.520
101755.620,302.236,1.173,0.000,-0.233,-0.320,-1.837,-1.115,0.535,1.673,0.757,-1.661,-1.708,-1.177,0.336,-0.417,1.796,-2.124,2.094,1.047,0.208,0.113,-3.103,-0.044,-0.238,0.001,535.448,336.520
101747.557,302.236,1.173,0.000,-0.154,-0.480,-2.486,-0.892,1.713,0.941,0.541,-1.245,-1.175,-1.712,-0.000,0.522,1.796,-2.018,2.827,0.419,0.623,-0.450,-3.113,-0.083,-0.248,0.001,535.448,336.520
101759.651,302.239,1.173,0.000,-0.233,-0.320,-2.054,-0.892,1.284,2.091,0.000,-1.142,-1.281,-1.712,0.559,0.626,2.219,-2.124,2.303,1.047,0.311,0.564,-3.103,-0.044,-0.248,0.001,535.448,336.520
101755.620,302.234,1.173,0.000,-0.470,-0.000,-1.837,-1.337,0.963,1.882,1.081,-1.661,-1.175,-1.498,-0.446,0.731,2.324,-2.018,2.513,0.942,0.727,-0.563,-3.113,-0.063,-0.238,0.000,535.448,336.520
101751.588,302.234,1.173,0.000,-0.154,-0.320,-1.729,-1.003,0.749,1.464,0.324,-1.453,-2.029,-1.712,-0.000,-0.313,1.479,-2.549,2.199,0.837,0.000,-0.113,-3.134,-0.063,-0.258,0.001,535.448,336.520
101739.494,302.238,1.173,0.000,-0.154,0.160,-3.026,-1.226,0.749,1.568,0.865,-1.453,-1.068,-2.140,-0.335,0.209,1.162,-2.018,2.617,0.523,0.831,-0.450,-3.134,-0.006,-0.248,0.000,535.448,336.520
101755.620,302.239,1.173,0.082,0.004,0.320,-1.837,-1.226,0.535,1.673,0.865,-2.595,-1.388,-1.819,-0.000,-0.521,1.902,-2.124,2.199,0.628,0.311,-0.675,-1.041,-0.044,-0.096,0.000,535.448,336.520
101763.683,302.238,1.173,0.000,-0.154,0.160,-2.378,-1.115,0.749,1.987,0.865,-0.934,-2.349,-1.391,-0.000,-0.313,2.007,-2.230,1.989,0.523,0.311,0.226,-1.041,-0.044,-0.085,0.001,535.448,336.520
101763.683,302.241,1.173,0.526,0.162,-0.160,-2.702,-1.337,0.963,1.568,0.649,-1.661,-0.961,-2.033,-0.335,-0.208,1.585,-1.593,2.303,0.628,0.727,-0.563,-1.041,-0.063,-0.065,0.001,535.448,336.520
101755.620,302.238,1.173,0.000,-0.312,-0.320,-2.594,-2.229,0.749,1.777,0.541,-1.557,-1.708,-1.391,-1.005,-0.000,1.902,-2.443,2.513,0.942,1.038,-0.563,-1.062,-0.044,-0.106,0.000,535.448,336.520
101759.651,302.236,1.173,0.082,0.004,-0.320,-2.270,-0.780,0.535,1.777,0.757,-1.453,-1.388,-1.391,0.559,-0.625,1.796,-2.549,1.570,1.047,-0.000,-0.338,-1.052,-0.044,-0.075,0.000,535.448,336.520
101779.808,302.233,1.173,0.000,-0.154,-0.000,-1.837,-1.115,0.963,0.732,0.216,-1.557,-1.815,-1.391,0.112,0.418,1.479,-2.336,2.722,-0.418,0.415,-0.000,-1.052,-0.063,-0.096,0.001,535.448,336.520
101747.557,302.234,1.173,0.082,0.004,-0.640,-1.837,-1.337,0.963,1.673,-0.216,-1.245,-1.175,-2.140,-0.670,-0.208,2.113,-2.655,2.199,0.733,-0.518,-0.338,-1.072,-0.063,-0.065,0.001,535.448,336.520
101755.620,302.234,1.173,0.000,-0.075,-0.000,-2.054,-0.892,0.749,1.568,0.649,-2.387,-1.708,-1.819,-0.446,-0.313,2.007,-1.912,2.303,0.628,0.623,-1.013,-1.031,-0.063,-0.085,0.000,535.448,336.520
101751.588,302.236,1.173,0.000,-0.154,-0.160,-2.054,-0.557,1.284,1.777,0.433,-1.453,-2.136,-1.284,0.447,-0.521,2.430,-2.549,2.513,0.942,-0.104,-0.000,-1.062,-0.044,-0.096,0.001,535.448,336.520
101763.683,302.236,1.173,0.000,-0.154,-0.320,-3.026,-1.449,1.177,1.568,-0.324,-1.764,-1.281,-1.926,-0.558,-0.313,1.796,-1.912,2.408,0.733,0.208,-0.225,-1.041,-0.044,-0.075,0.000,535.448,336.520
101751.588,302.234,1.173,0.082,0.004,-0.480,-1.621,-1.672,0.856,1.987,-0.216,-1.557,-1.068,-1.284,-0.223,0.000,2.536,-2.867,2.722,0.942,0.934,0.226,-1.041,-0.063,-0.096,-0.000,535.448,336.520
101763.683,302.239,1.173,0.376,0.083,-0.160,-1.837,-0.780,0.428,1.673,0.541,-1.972,-1.175,-1.819,0.447,0.104,2.007,-2.230,1.780,0.942,0.208,-0.113,-1.041,-0.025,-0.096,0.001,535.448,336.520
101767.714,302.238,1.173,0.000,-0.075,0.160,-1.729,-1.003,1.499,1.255,0.108,-1.349,-1.922,-1.284,0.112,0.522,2.007,-2.549,2.617,0.419,0.727,-0.450,-1.041,-0.044,-0.096,0.001,535.448,336.520
101759.651,302.230,1.173,0.376,0.083,-0.320,-2.162,-1.449,1.070,2.091,0.000,-1.245,-1.068,-2.140,0.783,0.522,2.113,-2.018,2.303,1.151,0.104,-0.000,-1.041,-0.063,-0.085,0.001,535.448,336.520
101755.620,302.234,1.173,0.000,-0.154,-0.480,-1.945,-1.560,0.856,1.882,1.298,-2.180,-1.175,-1.712,-0.335,0.000,1.796,-1.912,2.303,0.419,0.727,-0.788,-1.031,-0.063,-0.096,0.000,535.448,336.520
101751.588,302.238,1.173,0.000,-0.075,-0.640,-2.054,-1.115,0.535,1.673,0.216,-1.349,-1.281,-1.391,0.336,-0.834,2.113,-1.699,2.932,0.733,0.519,-0.113,-1.041,-0.044,-0.096,0.000,535.448,336.520
101743.525,302.238,1.173,0.000,-0.233,-0.480,-2.810,-1.226,1.606,1.673,0.757,-1.453,-0.961,-2.033,-0.335,0.626,1.373,-1.912,2.408,0.209,0.727,0.226,-1.062,-0.044,-0.096,0.001,535.448,336.520
101751.588,302.234,1.173,0.000,-0.154,-0.480,-1.837,-1.783,0.749,1.568,-0.324,-1.142,-0.961,-1.391,0.000,0.731,2.324,-2.549,3.036,0.523,0.831,-0.225,-1.041,-0.063,-0.096,0.001,535.448,336.520
101731.431,302.234,1.173,0.000,-0.075,-0.320,-1.621,-1.226,0.749,2.196,1.081,-2.283,-1.175,-1.605,0.671,0.000,2.007,-2.018,2.199,0.733,0.000,-0.450,-1.041,-0.044,-0.106,0.000,535.448,336.520
101747.557,302.238,1.173,0.000,-0.233,-0.480,-1.729,-1.337,1.392,1.673,0.649,-1.868,-1.922,-1.712,0.559,-0.104,2.007,-1.699,2.932,0.733,0.208,0.113,-1.041,-0.025,-0.075,0.000,535.448,336.520
101731.431,302.234,1.173,0.000,-0.233,-0.160,-1.837,-1.449,0.963,2.196,-0.108,-1.453,-1.602,-1.926,-0.112,-0.313,2.113,-2.549,2.303,0.837,0.000,-0.675,-0.000,-0.063,-0.025,0.001,535.448,336.520
101739.494,302.230,1.173,0.000,-0.470,-0.160,-1.945,-0.892,1.070,1.673,0.973,-2.076,-0.747,-1.605,0.224,-0.417,2.324,-1.699,2.199,0.733,0.208,-0.675,0.010,-0.083,-0.014,0.000,535.448,336.520
101735.462,302.231,1.173,0.000,-0.312,-0.000,-2.054,-0.780,1.070,1.777,-0.000,-1.142,-1.922,-2.140,-0.112,-0.208,1.690,-2.124,2.932,0.837,0.727,0.000,0.031,-0.044,-0.014,0.001,535.448,336.520
101727.399,302.231,1.173,0.000,-0.391,0.160,-2.594,-0.780,1.070,1.777,-0.000,-1.349,-1.388,-2.247,0.112,0.104,1.479,-2.230,2.303,0.733,0.104,-0.225,-0.010,-0.044,-0.025,0.001,535.448,336.520
101723.368,302.234,1.173,0.000,-0.233,0.160,-1.621,-2.006,1.177,1.882,0.216,-1.245,-0.641,-1.712,0.336,0.522,2.113,-2.443,2.617,0.942,1.038,-0.450,-0.000,-0.063,-0.025,-0.000,535.448,336.520
101735.462,302.233,1.173,0.000,-0.154,-0.000,-2.054,-0.780,0.000,1.777,0.433,-1.868,-1.602,-1.605,-0.000,-0.313,1.690,-2.124,1.570,0.837,0.519,-0.450,0.010,-0.083,-0.014,0.000,535.448,336.520
101735.462,302.234,1.173,0.082,0.004,-0.000,-1.945,-1.115,1.177,0.732,0.216,-1.245,-1.602,-1.712,-0.112,0.626,1.585,-1.805,2.932,0.209,0.104,0.113,0.021,-0.063,0.006,0.001,535.448,336.520
101743.525,302.234,1.173,0.000,-0.075,-0.000,-2.270,-1.337,1.070,2.405,-0.216,-1.245,-1.602,-2.140,-0.335,0.104,2.007,-2.124,2.408,0.942,-0.518,0.113,0.042,-0.063,-0.014,0.000,535.448,336.520
101731.431,302.236,1.173,0.000,-0.075,-0.000,-1.729,-1.449,0.856,1.882,1.081,-2.698,-1.602,-1.391,-0.447,0.209,2.007,-2.124,2.303,0.837,0.623,-0.675,0.031,-0.044,-0.014,0.001,535.448,336.520
101739.494,302.234,1.173,0.000,-0.075,0.160,-2.054,-0.892,0.856,1.150,0.757,-1.245,-1.388,-1.391,0.112,-0.521,2.324,-2.018,2.722,0.523,0.104,0.113,0.031,-0.063,-0.035,-0.000,535.448,336.520
101743.525,302.234,1.173,0.000,-0.233,-0.160,-2.378,-1.449,0.963,1.568,0.541,-1.245,-1.495,-2.140,-0.335,0.209,1.796,-1.699,2.827,0.733,0.519,-0.450,0.021,-0.044,-0.025,0.001,535.448,336.520
101747.557,302.236,1.173,0.000,-0.075,-0.000,-2.162,-1.895,1.070,1.777,0.108,-1.453,-1.495,-1.498,-0.558,-0.313,2.007,-2.974,2.513,1.151,0.312,-0.113,0.021,-0.044,-0.025,-0.000,535.448,336.520
101743.525,302.236,1.173,0.000,-0.154,-0.160,-1.837,-1.226,0.107,1.777,0.541,-1.972,-1.922,-1.926,0.112,-0.625,1.902,-1.805,2.199,1.151,0.519,-0.563,-0.021,-0.044,-0.014,0.000,535.448,336.520
101747.557,302.233,1.173,0.000,-0.154,-0.160,-2.162,-0.780,1.070,1.464,0.324,-1.764,-2.242,-1.498,0.224,-0.104,1.902,-2.549,2.827,-0.104,0.519,-0.225,-0.000,-0.025,-0.025,0.001,535.448,336.520
101747.557,302.238,1.173,0.000,-0.075,-0.320,-2.810,-1.449,1.177,2.091,0.324,-1.764,-1.495,-2.675,-0.223,0.313,1.585,-2.124,1.780,0.314,-0.311,-0.338,-0.000,-0.044,-0.004,0.001,535.448,336.520
101747.557,302.236,1.173,0.000,-0.312,-0.000,-2.054,-1.895,1.070,1.777,0.433,-1.349,-1.495,-1.712,-1.005,-0.104,2.007,-2.761,2.408,1.256,0.415,-0.901,0.010,-0.025,-0.004,0.001,535.448,336.520
101747.557,302.238,1.173,0.000,-0.233,-0.000,-2.486,-0.892,-0.428,1.464,0.433,-1.453,-1.815,-1.819,0.224,-0.729,1.796,-2.018,2.094,0.419,0.208,-0.450,0.010,-0.025,-0.014,0.001,535.448,336.520
101751.588,302.238,1.173,0.000,-0.075,-0.000,-2.594,-1.003,1.284,0.836,0.324,-1.245,-1.388,-1.712,0.000,0.000,1.373,-2.336,2.094,0.000,-0.000,-0.675,-0.000,-0.044,-0.025,0.000,535.448,336.520
101767.714,302.239,1.173,0.082,0.004,0.160,-2.378,-1.895,0.642,1.987,0.324,-1.661,-1.388,-1.926,0.336,-0.417,2.219,-2.655,2.199,1.047,-0.104,0.226,0.021,-0.025,-0.025,0.000,535.448,336.520
101763.683,302.244,1.173,0.082,0.004,0.160,-1.729,-1.226,0.535,0.941,0.865,-2.076,-1.495,-1.284,-0.558,-0.834,1.796,-1.699,1.989,1.151,0.623,-0.788,0.042,-0.044,-0.014,0.001,535.448,336.520
101759.651,302.236,1.173,0.000,-0.075,0.160,-2.486,-1.337,1.391,1.568,0.649,-1.453,-0.854,-2.033,0.112,0.000,1.479,-1.805,2.722,0.733,0.104,0.000,1.062,-0.025,0.047,0.001,535.448,336.520
101751.588,302.236,1.173,0.000,-0.075,-0.000,-1.189,-1.895,0.963,1.568,0.433,-1.349,-0.854,-1.070,-0.446,0.000,2.641,-2.549,2.408,0.733,0.831,-0.113,1.072,-0.083,0.057,0.001,535.448,336.520
101759.651,302.239,1.173,0.000,-0.075,-0.160,-1.837,-1.115,0.749,1.882,0.757,-1.764,-0.747,-1.605,0.112,-0.313,1.690,-1.593,1.780,0.314,0.831,-0.563,1.062,-0.025,0.047,0.001,535.448,336.520
101759.651,302.239,1.173,0.082,0.004,-0.000,-1.945,-1.226,1.392,1.150,0.649,-1.557,-1.815,-1.498,0.559,0.313,2.113,-2.336,3.036,0.105,1.038,0.338,1.072,-0.063,0.047,0.001,535.448,336.520
